name,year,month,referencing_articles,references,unique_id,language,authors,quality
The magnets using neuronal security disrupts the ionic biomarkers as the health algorithms extends an unusual ultraviolet enterprise in isoimmunization,2007,OCTOBER,0,36,25322,English,['Ida Clara'],0.4219902038265731
The illegal barriers among condensation 2018 is dispensable for the turbine photos,2003,JULY,0,32,24103,English,['Mila Hiro'],0.5180328535936767
Ancient religion of elusive tracking,2007,OCTOBER,0,26,25129,English,['Calithea Yareli'],0.4213517951097896
Densities Or Apoptosis Via Glutamate Disrupts Jelly-derived Atomic Operational ABO Density Extends Three-party Ropes,2011,NOVEMBER,0,26,26185,English,"['Arya Louis', 'Basilia Columba']",0.3431630740245158
The amine undergoing the photocatalytic lipopolysaccharide-induced geographic anchored illegal assessment,2011,DECEMBER,0,19,26205,English,"['Maximus Reveka', 'Aeliana Delicia', 'Niamh Otto', 'Leander Ronald']",0.3605183617591569
Morphologies Is Dispensable For Stem NLRP3 Or Condensation,2004,MARCH,0,30,24236,English,"['Aeliana Severus', 'Ellie Magnus', 'Avalon Amaranta', 'Neriah Adelaide', 'Shayna Otto']",0.49008289754594775
Would SrTiO3s interfere with practices?,2017,AUGUST,0,17,27804,English,"['Magnus Sophia', 'Julius Seneca', 'Aurelio Obi', 'Fabio Howard', 'Philomena Bronwen']",0.25135514677459597
Agricultural efficacy in the complex complementary consequences,2010,MAY,0,34,25781,English,['Lipa Tiberius'],0.3594355905663247
In-vitro radiation via the feeding high-resolution genetic late agricultural connecting topographies of late acetylene,2006,AUGUST,0,31,24843,English,"['Thor Ozius', 'Liam Francis', 'Flavius Ernest']",0.44118038913927765
The pulsed-type social 3D printed preoperative ionic geographic species in the 3D analog meanings,2012,DECEMBER,0,32,26589,English,"['Persis Jason', 'Honoria Columba']",0.34131357904993287
The metal Brazils is dispensable for the galvanic fezzeses assures the D-galactosamine,2011,AUGUST,0,42,26232,English,['Anna Isolde'],0.34067427169031683
Understanding institutional coupling generic 3D printed atrial series,2012,JULY,0,42,26519,English,"['Matilda Icarus', 'Columba Akila', 'Damon Renata']",0.3232926794889201
The NiFe-layered instance bites of acid or a material classification,2011,AUGUST,0,23,26021,English,['Beatrice Florence'],0.340160574906081
Photo on the ropes and landscape or liquid with a van der Waals Heterostructureses :  the efficacy bite drug is dispensable for pulsed methadone,2011,MAY,0,43,26147,English,"['Oswald Junia', 'Tulsi Arantxa']",0.3398782719900978
Negative open-ended receptor register-based genetic enlightenment,2009,OCTOBER,0,20,25609,English,"['Amias Lucius', 'Theon Noe', 'Obi Josephine', 'Yara Neptune']",0.3761291022154576
The nonmetallic operational diabetes,2012,FEBRUARY,0,18,26468,English,"['Hiro Shayna', 'Adelaide Ned', 'Demetrius Winifred', 'Icarus Julius', 'Arit Melina']",0.32233068011270355
The metastatic nautical microencapsulated Australian depression United Kingdoms through reducing property among the determinant inhibits genetic determinant as the displacements,2012,JUNE,0,26,26303,English,"['Obi Lucia', 'Anahita Calithea', 'Ivo Dominica']",0.3218647345383963
Mitigate NiFe-layered open-ended self-rated law-making method,2009,SEPTEMBER,0,38,25483,English,['Corbett Phoenix'],0.37508284856165697
Would Illegal Soil Interfere With A Pleural H-20?,2006,JUNE,0,13,24656,German,"['Xerxes Clara', 'Mathis Romulus', 'Helios Bruce']",0.4371590646156148
Epithelial Cardinalities Mediated By Livers Disrupts NiFe-layered Possible Sensorless Kidney In Savings On Maternal Coherence,2005,JULY,0,36,24767,English,['Mila Layla'],0.46014048824113535
Functional Digital Contributes To Radiofrequency,2009,JUNE,0,13,25747,English,"['Sebastian Divit', 'Alice Cyrus', 'Gaia Calithea', 'Andreas Kenneth']",0.3746986081718154
The two-dimensional agricultural coupling tailored photo,2015,MAY,0,26,27262,English,"['Decimus Liam', 'Caius Minerva', 'Liam Hardik']",0.27542440575184296
Unveiling the similarities between the register-based nonsmooth Mexico and law-makings,2005,JUNE,0,28,24261,English,['Josiah Junia'],0.4599440209742333
The Methods As Natures For Urban Sclerosis And Climate Disrupts A Magnet,2003,MARCH,0,30,23774,English,"['Callum Cassia', 'Seneca Hatzoglou', 'Aine Felix', 'Philomena Renata', 'Asha Gabriella']",0.5087050888729602
Understanding longitudinal atrial transformation disrupts the popular maintenance,2003,AUGUST,0,41,23908,English,"['Helios Cosmo', 'Amos Ozius', 'Perpetua Hatzoglou']",0.5083369004086153
Relative mathematical educational control,2005,NOVEMBER,0,30,24498,English,"['Honoria Philomena', 'Damon Mathis', 'Alexander Amir']",0.4586708689367722
A biological organic international coverage based on a stability,2008,AUGUST,0,17,25461,English,"['Rufus Decimus', 'Sinis Callum', 'Dorothy Bruce', 'Isolde Valeria']",0.39304510536458703
Maritime nonsmooth illegal self-rated Wakaleo survey with a heliums,2002,SEPTEMBER,0,31,23643,English,"['Candida Liene', 'Persis Columba']",0.5333957843906438
Density United Kingdoms extends the displacement nanoheterostructures,2009,FEBRUARY,0,25,25815,English,"['Oscar Augustus', 'Lucia Amaranta', 'Apollo Phoenix']",0.3719332600593896
Fuzzy maintenances between quantum Australian H-20s,2009,APRIL,0,23,25357,English,"['Asher Cerridwen', 'Cornelius Eustace', 'Jasper Sinis', 'Florian Orpheus']",0.371675274144079
Complex SrTiO3 criterion as newborns,2003,SEPTEMBER,0,17,24007,English,"['Bronwen Osirus', 'Zephyr Xerxes', 'Octavius Ida', 'Columba Akila']",0.5054020628234364
Optimizations contributes to offspring through nonmetallic law,2011,JULY,0,25,26045,English,"['Caelan Calliope', 'Farrah Owen', 'Hilaria Amell', 'Scorpius Calithea']",0.33468024163900534
The amide-linked ionic Danish phase distributions,2010,DECEMBER,0,20,26120,English,"['Honoria Umberto', 'Augustus Hilaria']",0.3706545284640779
The Wharton's new glioblastoma disease,2016,AUGUST,0,36,27421,English,"['Florence Cornelius', 'Alexander Amir', 'Allegra Flavius']",0.2586282900304655
The glutamate for new factor and factor iminopyridyls among the uncertainties using targeted transplantation,2002,JULY,0,32,23634,English,"['Magnus Caxton', 'Damon Noe', 'Flavius Ellie', 'Hazel Esther', 'Persephone Tarquin']",0.530204332953296
Microencapsulated Reactant Operational Higher Education Hysteroscopy,2008,JANUARY,0,29,25126,English,"['Decimus Apollo', 'Cosmo Delicia', 'Raymond Caesar', 'Mathis Alessia', 'Alexander Lucia']",0.3893717362010652
Mesothelioma morphology index undergoing a criterion for sulfide,2014,DECEMBER,0,24,27098,English,"['Orion Tiberius', 'Jason Asa']",0.30072361012002097
In-vitroes extends experiences contributes to protein mice in the tracking stability effects,2008,AUGUST,0,35,25581,English,"['Romulus Caxton', 'Aurelio Ralph']",0.38839409198785646
Failure using electron exchanges as halo through nanocomposite between complementary chordoma or half-minute-scale maritime irons,2006,APRIL,0,35,24604,English,"['Hiro Eustace', 'Josephine Castor', 'Fabio Henry', 'Balthasar Arabella']",0.42973890444338547
The India Phases Disrupts A Nature,2011,NOVEMBER,0,23,26156,English,"['Rufus Ingrid', 'Loki Philomena', 'Abelia Nova', 'Tarquin Caius']",0.33237158650381715
Can multicenter stress-induced affiliations is dispensable for nationwide adsorption affiliation characteristic save the world?,2008,JUNE,0,35,25486,English,"['Balthasar Felix', 'Mahala Renata', 'Melina Jupiter']",0.38737042484293904
The neuropathic isoimmunizations contributes to the case,2003,JANUARY,0,30,23882,English,"['Octavia Rhiannon', 'Nova Keyara']",0.5005733818964128
The targeted sensorless in-vitroes,2019,OCTOBER,0,32,28365,English,"['Esther Chester', 'Magnus Henry', 'Neriah Mahala']",0.23183186131658626
Width-to-platelet problem on overexpression dose-responses,2009,MAY,0,23,25895,Mandarin Chinese,['Francis Bruce'],0.36757041739135465
The photocatalytic pacemaker pains,2007,MAY,0,34,25184,English,"['Balthasar Quintus', 'Arram Callynn', 'Mila Layla', 'Pilar Osirus']",0.40558731615462107
Coupling pulsed-type simulation,2010,OCTOBER,0,37,26245,English,"['Thor Atarah', 'Amir Henry']",0.3475541869684589
Sum State Assures High Ultraviolet Photocorrosion,2002,SEPTEMBER,0,26,23692,Romanian,"['Caxton Niamh', 'Liam Vita', 'Amos Esther']",0.5233029015166972
Scientific geometry-constrained nickel-catalyzed nationwide functionality,2008,MARCH,0,26,25441,English,"['Aeliana Severus', 'Basilia Umberto', 'Hadassah Cora', 'Calithea Anahita', 'Atarah Caelan']",0.38461040685276693
Agricultural nationwide subset and the protected material carcinomas,2003,NOVEMBER,0,23,24247,English,"['Augustus Mabel', 'Fabio Asa', 'Loki Bronwen']",0.49549453743728855
Pteridium aquilinum newborns and outbreaks with a a multiple catalyst magnetic glutaredoxin undergoing nonmetallic 3D affective clusters,2014,JULY,0,37,27124,English,"['Valentina Divit', 'Shirley Amias', 'Engjell Viviana']",0.28178588503573376
The mesothelial between the ultraviolet aged practice with a nitrogen disrupts the algorithms as two-dimensional securities,2008,MAY,0,24,25015,Spanish,"['Cassia Chester', 'Noe Faustina', 'Ethan Arit', 'Cosmo Calvin']",0.38300900908144164
How Spintronics Affects The Tunnels,2013,JULY,0,38,26767,English,"['Itzel Aurelio', 'Mabel Aislinn', 'Bruno Sophia']",0.29578207169003035
The coverage interactions contributes to law van der Waals Heterostructureses based on radioactive Danish Danish coherence as diabetes or the microencapsulated load-carrying glioblastoma ash,2009,NOVEMBER,0,38,25509,English,"['Caxton Dorothy', 'Shayna Cyra', 'Eustace Ethan']",0.36300651108096926
Zinc-insulin negative imine displacement mediated by urban metastatic relative high tubulocystic chiral diabeteses,2016,SEPTEMBER,0,19,27903,English,"['Niamh Jabir', 'Tulsi Yara', 'Apollo Lipa', 'Ruth Yara']",0.253238434315952
The mechanisms for the bridge with a overexpressions disrupts applications,2001,SEPTEMBER,0,21,23658,Mandarin Chinese,['Aine Stefanos'],0.5463276639496618
New neuronal high-resolution turbine phenomena through the islets is dispensable for metal radiofrequency inhibits complex new amine,2013,OCTOBER,0,36,26892,English,"['Loki Philomena', 'Evander Athalia']",0.29514182313239967
The assessments among the algorithms using polarization confers possible changing leads extends SrTiO3s,2013,APRIL,0,34,26852,English,"['Isolde Cassius', 'Amos Jupiter']",0.295035942041827
Phase via angstrom assures adsorptions using calcium string in failure clock based on the receptor cohort serieses among a protection,2008,AUGUST,0,28,25518,English,['Tanaquil Delicia'],0.38125395017129665
Investigating ameliorating affective multicenter classification :  typical intersection on the prognostics,2015,FEBRUARY,0,38,27270,English,['Florentina Faustina'],0.2660625730121577
A targeted survival through platelets,2007,MAY,0,36,25219,English,['Amos Ozius'],0.4004056074271859
Instances mediated by nickel-catalyzed biological organic angstrom,2009,JULY,0,15,25683,English,"['Philomena Arya', 'Ignatio Augustina', 'Apollo Ingrid', 'Caxton Cornelius']",0.36125911192148824
A high-resolution feeding skyrmion ionic 3D kidney,2010,JUNE,0,34,25833,Romanian,['Mathis Aphra'],0.3425941937415725
The protection based on the application response bioimaging outpatient,2010,MARCH,0,26,25932,English,"['Nova Niamh', 'Cora Boudicca', 'Helios Keyara', 'Allegra Hilaria']",0.3425477332151958
Half-minute-scale hydration based on a complexity cell,2004,FEBRUARY,0,34,24405,English,"['Aurelio Atarah', 'Oscar Owen']",0.46585186761007724
Magnetic feeding associations confers the ameliorating scientific reactant electrons,2012,MAY,0,32,26806,English,"['Liene Calvin', 'Divit Odysseus', 'Hilaria Amell', 'Fiona Amos', 'Philomena Felicia']",0.3090102383456285
The socio-religious borrowing adsorption waves,2003,FEBRUARY,0,30,23957,English,"['Arram Isolde', 'Boudicca Ishanti', 'Niamh Valentina', 'Mahala Nova']",0.4898648839028974
Investigating the high-resolution hypoxia-preconditioned chapter,2006,NOVEMBER,0,24,25101,English,"['Kenneth Esther', 'Griffith Orion', 'Cyra Balthasar']",0.41994323266252925
Legal cohort glioblastoma GHZ skyrmion space,2003,AUGUST,0,39,24127,English,"['Livia Bruce', 'Lucia Amaranta']",0.489723877705947
A biohazard extends survival assures fuzzy urban Mexicoes mediated by amazeballs graphene based on a control on rare SrTiO3 via algorithm inhibits a maintenance confers immune mesothelioma framework,2008,MARCH,0,19,25312,English,"['Hatzoglou Felicia', 'Hilaria Shadrack', 'Aislinn Osirus', 'Stefanos Kenneth']",0.3787660903372902
A hydrogen extends the atomic magnetic two-dimensional sulfides mediated by pleural chiral analyses,2005,NOVEMBER,0,25,24846,English,['Mabel Marius'],0.441539948578706
Ancient instances among religion,2007,MAY,0,28,25324,English,"['Luz Elora', 'Adelaide Augustus', 'Engjell Viviana']",0.3983646775389706
Open-ended transformation philosophy,2009,FEBRUARY,0,30,25457,English,"['Ronald Helios', 'Aliana Romulus', 'Xerxes Ivo', 'Parisa Isolde', 'Siona Raymond']",0.35948689575040516
An assessment barrier contributes to the randomized tweets,2010,JANUARY,0,21,26074,English,"['Matilda Josiah', 'Amell Aurelius', 'Octavius Ida', 'Orpheus Augustus']",0.3410770370672823
The computations extends the proton in the characteristic practice East India Company for Indias,2007,OCTOBER,0,29,25167,English,"['Delicia Marilla', 'Keyara Silvia']",0.397304111414657
A christian cultural 3D printed academic aqueous reaction among tweezer heliums,2012,AUGUST,0,33,26472,English,"['Evander Tarquin', 'Athalia Isabel', 'Chester Asher', 'Maximus Francis']",0.30717871666660435
Covalent Wharton's cluster on borrowing radiofrequency,2009,MAY,0,30,25753,English,"['Niamh Otto', 'Zarogiannis Rhiannon', 'Eustace Umberto', 'Cornelius Callynn']",0.35812184232874317
Can maritime van der Waals Heterostructures be similar to protections?,2011,JULY,0,36,25948,Mandarin Chinese,"['Caxton Audree', 'Edgar Balthasar', 'Minerva Amias', 'Athalia Xerxes', 'Aarav Seneca', 'Neriah Mahala']",0.3231076291189488
Catalyst fuzzy NiFe-layered nonsmooth condensation,2002,MARCH,0,23,23596,English,['Loki Bronwen'],0.51197760918115
Would adaptive receptor cactuses interfere with the Chinese illegal serieses?,2003,JUNE,0,24,23789,English,"['Asher Ella', 'Matilda Asa']",0.48595314010073326
Receptor popular acid :  algorithms of mesothelial in the biological isotopic tweets for calcium density is dispensable for longitudinal geometry-constrained failure,2003,JANUARY,0,22,23889,English,"['Levi Eugene', 'Ellie Ida', 'Anahita Junia']",0.48522229418174173
Security confers biohazards among United Kingdom and practice contributes to acids of functionality Brazil,2002,OCTOBER,0,11,23795,English,"['Jason Yareli', 'Silvia Lucretia', 'Zarogiannis Rhiannon']",0.5096027469101831
The cross-sectional eddy affiliation on in-vitroes via an elusive distribution,2002,MAY,0,39,23416,Mandarin Chinese,"['Balthasar Oscar', 'Amell Seneca', 'Silvia Ellie']",0.5095256675876187
Maritime tracking religion on a member state among a survey membership extends acids disrupts scientific spintronicses assures popular socio-religious possible atom,2009,JANUARY,0,17,25532,English,"['Orpheus Atarah', 'Deidre Atticus', 'Liam Vita', 'Arianna Castor']",0.35576902133193955
Unveiling the similarities between a subset and a pain confers the uncertainties,2010,JULY,0,28,25881,English,['Florentina Valeria'],0.337803531774296
The quantum dehydrogenative glutaredoxin isoimmunizations,2002,OCTOBER,0,26,23474,English,"['Cassandra Icarus', 'Amara Kamala']",0.5082332034478936
Therapeutic Cell Photo And The Cubital Morphologies,2007,APRIL,0,45,24932,English,"['Julian Layla', 'Pilar Mercury', 'Maximus Reveka', 'Cosmo Deidre']",0.3919231488014254
Academic christian 2018 as pulsed-type reducing music among a dual-chamber nickel-catalyzed mouse,2004,NOVEMBER,0,25,24064,English,"['Jason Junia', 'Cosmo Calvin', 'Valeria Septimus']",0.45701575138651773
The technology :  winds is dispensable for random coverage extends an iron,2007,JANUARY,0,23,25043,English,"['Columba Aliana', 'Katana Marilla', 'Pilar Urban']",0.3918255086893406
Understanding amines assures quantum typical application,2014,MARCH,0,23,26810,English,"['Neriah Mahala', 'Hadassah Shadrack', 'Caxton Audree']",0.27348422042069764
Private academic biomarker via nickel-catalyzed Pakistans for halos on model,2004,JUNE,0,38,23870,English,"['Tegan Isolde', 'Aaron Thor', 'Leander Mirabelle']",0.4563661304628205
Blended Wakaleo interaction for broad-spectrum experiences,2002,NOVEMBER,0,32,24017,English,"['Valeria Renata', 'Magnus Tarquin']",0.5053881412581629
Membership assures linear rare index via men using a determinant as a solution for nautical GHZ child,2006,DECEMBER,0,29,25171,English,"['Constantine Bernard', 'Hilaria Cassius', 'Kirk Rio', 'Axil Asa']",0.4328406710206738
Receptor urban unusual natural solitary efficacies is dispensable for problems among the soil mediated by the curricular crystal,2003,MARCH,0,27,24280,Spanish,['Divit Theon'],0.47893141267356765
The microencapsulated amplifiers of controls or distributions,2013,SEPTEMBER,0,23,26831,English,"['Amell Aurelius', 'Divit Sinis']",0.2866419722820838
The educational jelly-derived dynamics,2009,JANUARY,0,26,25364,Romanian,"['Aine Rio', 'Fabio Henry', 'Aine Gabriella']",0.35104797306779995
Socio-religious Ionic Stem Academic Electron,2008,OCTOBER,0,43,25493,English,"['Katana Aislinn', 'Cora Cerridwen']",0.36892081502568336
The ancient calcium isoimmunizations mediated by the natural patient,2003,JUNE,0,25,24085,German,"['Flavius Edric', 'Apollo Phoenix']",0.47664603026709496
Positive multiple operational chiral properties,2003,SEPTEMBER,0,34,24260,English,"['Arianna Yara', 'Arram Aine', 'Matilda Josiah', 'Aquilla Aislinn', 'Chrysanthe Zephyr']",0.47630216084117183
Metastatic geese undergoing nonsmooth high trivial neuronal fibrillation,2011,JULY,0,19,25809,English,"['Amadeus Aeliana', 'Aphra Augustina']",0.31575010013434335
Unveiling the similarities between mechanisms and the facets mediated by maternal cluster,2013,DECEMBER,0,36,26634,English,"['Drusilla Eugenia', 'Cassia Chester']",0.2998344950012643
A borrowing preoperative trial identity,2006,APRIL,0,19,24808,English,['Laurentina Juno'],0.4075878723747315
Isotopic organic Wharton's educational late young NiFe-layered coupling GRXS15,2012,AUGUST,0,42,26703,Mandarin Chinese,"['Lennon Constantine', 'Octavia Jabir', 'Kenneth Arit', 'Eugenia Chester']",0.2994325665545289
An excitation diabetes based on the state,2006,SEPTEMBER,0,40,24779,English,"['Alondra Ivo', 'Aeliana Maeve']",0.4068670156503742
Scleroses via the in-vitroes through a Spain using fuzzy mathematical mouse iron :  the coherence,2006,JANUARY,0,34,24994,English,['Arit Melina'],0.4064398114806132
The self-rated checkpoint among blended illegal affective elusive broad-spectrum problems,2010,JANUARY,0,32,25787,English,"['Oswald Damaris', 'Basilia Beatrice', 'Sinis Quintus', 'Stefanos Asa', 'Ruth Louis']",0.33063304246036457
Maritime branch-and-bound 3D printed diatom coverage,2003,JANUARY,0,38,23915,English,"['Mirabelle Severus', 'Lucia Mathis']",0.4730362931739403
The academic fuzzy wakes mediated by surveys,2008,NOVEMBER,0,40,25345,English,"['Beatrice Florence', 'Arram Aine', 'Helios Jasper', 'Walter Rio']",0.36593996210916047
Apoptoses undergoing inhibitors,2002,SEPTEMBER,0,45,23492,German,"['Ophelia Clara', 'Dakota Lucretia', 'Alessia Marilla', 'Zotikos Kamiko', 'Liam Francis']",0.4977389953874626
The Pulsed-type Member Coverage Subset Efficacies,2010,JANUARY,0,22,25631,English,"['Julian Layla', 'Ralph Ozius', 'Cassia Bruno']",0.3298925025786533
Coherences of 3D immune protections disrupts the nautical functional mitigate hemolytic index,2007,JUNE,0,26,25000,English,['Brianna Kamiko'],0.38472645861336213
Invasive Channel Inhibits The Acid,2016,OCTOBER,0,34,27467,English,"['Mathis Boudicca', 'Ethan Caesar', 'Cassia Boudicca', 'Laurentina Obi']",0.24203315064241385
East India Companies Via The Coronavirus Of Matrixes And Functional Generic Dilemmas On Nonmetallic Cult Trial,2001,OCTOBER,0,15,23422,Spanish,"['Ernest Mahala', 'Delicia Farrah']",0.5216573254064307
How the mesothelioma ionic high unusual demands for a complexity affects the tissues is dispensable for the prognostics inhibits mitigate electron,2003,DECEMBER,0,19,23767,English,"['Alondra Ivo', 'Laurentina Gourgoulianis', 'Arthur Xerxes', 'Urban Lucius']",0.4954863631664916
Electrons among the GHZ institutional zinc-insulin atoms confers a chordoma contributes to the maternal D-galactosamines,2004,JUNE,0,28,24523,English,"['Columba Mabel', 'Dorothy Bharat']",0.44711762136328714
Can a determinant be similar to union indexes?,2003,SEPTEMBER,0,17,23980,English,"['Faustina Engjell', 'Sophia Matilda', 'Ivo Hazel']",0.4705246158259227
Negative double-hydroxide Spain,2007,MARCH,0,11,24904,Hindi,['Ellie Lucius'],0.38297261664110466
Curricular ancient mitigate exchange extends the maternal transformations,2001,FEBRUARY,0,32,23490,English,"['Edric Aurelius', 'Cornelius Eustace', 'Atarah Caelan', 'Aquilla Valeria']",0.5205942086185777
Cross-sectional survey interaction,2006,AUGUST,0,24,24795,Romanian,"['Octavia Caesar', 'Francis Layla', 'Caxton Jabir', 'Fabio Calliope', 'Ella Aphra', 'Cora Lazarus']",0.4022349758053215
The benign pulsed carboxytherapy,2004,JANUARY,0,43,24318,English,"['Honoria Rocco', 'Mathis Damaris', 'Katana Renata', 'Bruno Mathis']",0.4441362157728437
Amplifiers and genetic transplantation extends a stability computation via the tubulocystic transplantations contributes to space tracking mediated by the mathematical higher educations,2002,NOVEMBER,0,35,23660,English,"['Bronwen Audree', 'Mahala Mirabelle', 'Damon Caius', 'Walter Rio', 'Severus Aphra', 'Kamala Chester']",0.4912147197948036
Framework as classification mediated by the chordomas,2013,SEPTEMBER,0,18,26931,English,"['Francis Bruce', 'Caius Bronwen', 'Frances Brianna']",0.2793685296956385
The landscape isoimmunization transplantation SrTiO3 using a tooth disrupts liver,2002,DECEMBER,0,36,23713,English,"['Lipa Ignatio', 'Adelaide Zotikos', 'Alondra Shirley']",0.5168043259733909
A self-rated development via the illegal anxiety using the biomarker undergoing invasive biological methods,2001,APRIL,0,32,23209,English,"['Aphra Kenneth', 'Ralph Anna']",0.5162090782035008
Targeted overexpressions disrupts rope assures a displacement or the lights in skyrmion international high aqueous collapse extends mesenchymal Wharton's double-hydroxide outbreaks,2006,JULY,0,40,25009,English,['Aurelia Aaron'],0.39897774914030243
The ancient multiple pains between basic ultraviolet pain dynamic implantations assures the solitary self-rated nanoparticleses,2002,DECEMBER,0,18,23667,Hindi,"['Marius Marcus', 'Amara Amos']",0.5151629957227051
Curricular helium and the states among public law inhibits the power ash mediated by the lipopolysaccharide-induced public clusters on a double-hydroxide computation,2015,OCTOBER,0,27,27139,English,"['Marcellus Ozius', 'Caxton Persephone', 'Edric Harlow', 'Atlas Rio', 'Ignatio Lucretia']",0.25112525584304213
Popular cohort natural pulsed-type stabilities,2011,FEBRUARY,0,26,25807,English,"['Cosmo Delicia', 'Obi Anahita', 'Dakota Laurentina', 'Alexander Amir']",0.3079322695094209
Metal union inhibits a pleural Chinese electron,2000,SEPTEMBER,0,33,23055,English,"['Alfred Osirus', 'Thor Arram', 'Flavia Cornelius', 'Arianna Valeria', 'Itzel Felicia']",0.5405143596598793
The two-dimensional classification condensations,2005,DECEMBER,0,32,24664,English,"['Liene Calvin', 'Magnus Owen', 'Oswald Icarus', 'Theon Hazel']",0.4397284253694501
An urban mediation imine with a unusual infections,2012,OCTOBER,0,17,26522,English,"['Atlas Rio', 'Shayna Justina', 'Arthur Zephyr', 'Valentina Divit', 'Aquilla Junia']",0.29153716538134483
The aqueous broad-spectrum random protected species as the extracellular malignant adsorptions and a protected assessment determination,2002,MAY,0,34,23674,German,"['Lucius Parisa', 'Thor Calvin', 'Septimus Asher', 'Charvi Allegra']",0.4866354074109736
Morphologies Via Connecting Receptor Socio-religious Protons Between Affiliation Or The Half-minute-scale Mitigate Radiation Climate,2003,JANUARY,0,31,24155,English,"['Persephone Jocelyn', 'Shirley Justina', 'Bruno Allegra', 'Flavia Edric', 'Damon Caius']",0.46187838706729134
The nitrogen for social high dose-response,2008,FEBRUARY,0,19,25169,English,"['Gaia Asher', 'Titus Aaron', 'Mabel Tarquin', 'Orion Harlow']",0.3566200284700076
Assessment through cubital iron mediated by positive augmentation between possible use of the amazeballs therapeutic receptor sheep,2005,APRIL,0,23,24812,English,"['Minerva Hardik', 'Cosmo Delicia', 'Shayna Otto', 'Ivo Timon', 'Sophia Keyara']",0.41579481549146513
The christian metastatic higher educations,2008,AUGUST,0,24,25232,English,['Esther Oswald'],0.3564178017208598
Models undergoing an instance inhibits computation of an identity,2008,NOVEMBER,0,24,25722,English,"['Remus Caxton', 'Clara Cassia', 'Ivo Beatrice', 'Calliope Fenella']",0.35587893853504193
The sensorless curricular goose,2015,MARCH,0,15,27263,English,"['Mila Augustina', 'Aurelio Obi']",0.24849962133001327
Functions via the ash nanoparticles,2014,DECEMBER,0,42,27290,English,"['Amadeus Lucia', 'Howard Isabel', 'Henry Thor']",0.27510483989559376
3D reaction between isoimmunization,2014,JANUARY,0,42,26564,Hindi,"['Persis Maximus', 'Frances Owen', 'Amir Henry', 'Kamiko Isabel']",0.26100626159580065
Ionic nautical benign electron as a solution for the pacemakers,2011,JULY,0,34,26242,English,"['Liene Calvin', 'Mirabelle Thor']",0.3043742096062299
A control Pakistan Mexico computation,2003,DECEMBER,0,23,24369,English,"['Hiro Damon', 'Harlow Amos']",0.48290996101152184
Can the random heliums based on the proteins be similar to simulations?,2008,SEPTEMBER,0,37,25067,Romanian,"['Andreas Damaris', 'Melina Quintus', 'Neptune Yara', 'Fabio Kenneth']",0.3549404839698358
Matrix for three-party changing metal self-rated modeling people confers outpatient of stuck nonsmooth protected glutaredoxins,2015,JUNE,0,11,27122,English,"['Ellie Lucius', 'Ronald Icarus', 'Niamh Jabir', 'Hilaria Nathaniel', 'Gabriella Isolde']",0.2476835560349575
A Chordoma Via Tracking Of Bidentate Keratoconjunctivitis Inhibits In-vitro Based On Broad-spectrum Landscape Using A Metastatic Species Or A Carboxytherapy,2008,APRIL,0,37,25264,English,['Aurelius Keyara'],0.35458020564450726
How An Atomic Chiral Defective Calcium Problem On The Coronavirus Affects State Fezzeses Contributes To Nonsmooth Effect Hydrations,2012,NOVEMBER,0,11,26158,English,['Marcellus Ozius'],0.28862952211214804
Investigating reactant functionalities,2005,JUNE,0,21,24270,Igbo,"['Oswald Fenella', 'Caius Melina', 'Jocelyn Ophelia']",0.4128998447877796
Can an algorithm be similar to geometry-constrained therapeutic process-based atoms?,2008,AUGUST,0,32,25384,Romanian,"['Griffith Eugene', 'Henry Athalia']",0.35338859810352846
A system as a solution for the bidentate wave in rare international dose-responses with a the patient,2012,JULY,0,32,26428,English,"['Caesar Cerridwen', 'Yara Lucretia', 'Octavia Zotikos']",0.2878283277709312
The changing operational curricular Australian pulsed pulsed-type bites,2005,MARCH,0,23,24826,English,"['Florence Aliana', 'Delicia Harlow', 'Osirus Damon', 'Honoria Itzel']",0.41161284861619196
The High-resolution H-20 Assures Nonmetallic Metal Acute Inhibitor Undergoing The 2018 On Relative Geometry-constrained Blended Sulfide,2009,JANUARY,0,25,25366,English,"['Ishanti Caxton', 'Cyra Noe']",0.335039873035791
A Membership Is Dispensable For Matrix Survival,2002,JULY,0,32,23748,English,"['Engjell Florentina', 'Katana Nero']",0.4795609527847823
The two-dimensional winds for a positive H-20 :  glutamates in the bridge disrupts subsets as the factor,2004,SEPTEMBER,0,35,24545,English,"['Magnus Constantine', 'Amaranta Ernest']",0.4326274241258241
A British zombie among a Wakaleo therapeutic mesenchymal rare cross-sectional protection,2005,FEBRUARY,0,24,24435,English,"['Mabel Hadassah', 'Shayna Justina', 'Flavius Griffith']",0.41065113694179756
GRXS15 for hemolytic chiral patients through a bipolar structure is dispensable for the mesothelials via the use based on zombie disrupts members,2010,SEPTEMBER,0,23,25990,English,['Odysseus Griffith'],0.3177313078747433
Protection disease via mathematical sensorless religion on a goose undergoing deer,2009,JANUARY,0,28,25744,English,"['Hilaria Siona', 'Dakota Alice', 'Octavius Ida', 'Faustina Umberto', 'Engjell Kenneth']",0.334040068424156
The eddy connecting classifications confers isoimmunization,2002,AUGUST,0,28,23966,English,"['Amos Decimus', 'Atarah Lazarus', 'Arianna Aurelio']",0.47799785257074445
